pair,entries,mean_ps,std_ps
21,134,-126.93774266474283,706.7750694518174
31,189,114.0535887391673,78.7375888564683
41,60,168.4885776368901,72.47798267824564
32,292,191.37461880195153,69.62268103520205
42,68,193.8371407587136,374.846340026069
43,93,49.986039738121356,58.077537113565185
