DUT,sigma_ps,sigma_err_ps,variance_ps2,variance_err_ps2
DUT1,52.95339705792547,5.8406806254210375,2804.06225997431,616.2290201083467
DUT2,36.24559217929753,6.926206572366812,1313.7429524279542,459.84591680601324
DUT3,50.17980131280271,4.991415864726352,2518.012459792357,491.9016705800365
DUT4,40.86384597437124,7.783708381178577,1669.8539078171364,615.1630175517555
