pair,entries,mean_ps,std_ps
21,984,-70.49979467942981,58.946128649442585
31,1621,130.74658555714794,62.02796588562628
41,472,176.77193748127368,63.43617744718938
32,2307,199.52286040025072,60.27348817609424
42,548,246.1116345561905,70.33589822371678
43,741,48.96393173156487,64.44535740176653
