stage,dut,variable,entries,mean,std,landau_mpv,landau_mpv_err,landau_sigma,landau_sigma_err,gauss_sigma,gauss_sigma_err,landau_chi2_ndf,collected_charge,collected_charge_err
Before pmax cut,DUT1,pmax_fit,60000,11.522873454214135,30.03151480303282,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT1,tmax_fit,60000,-0.01450358882475072,11.096993580043184,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT1,area_new,59934,7.8013571668104005,34.145904804725625,1.4956181694807293,0.003605605828070459,0.4615130057374516,0.003207324515370751,0.13012910982784598,0.02528956808936775,20.15809132419643,0.3182166318044105,0.000767150176185204
Before pmax cut,DUT2,pmax_fit,60000,9.730285624846164,25.735296004834222,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT2,tmax_fit,60000,-0.05621730075567709,11.187388072030057,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT2,area_new,59921,6.801681659966014,27.486690454077806,1.6874561670374244,0.0061488128156145586,0.671792912419445,0.004603558331609324,0.0380476558698963,0.22053483309932578,15.292398820801893,0.35903322702923923,0.0013082580458754379
Before pmax cut,DUT3,pmax_fit,60000,10.148550191279252,26.705157648935348,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT3,tmax_fit,60000,0.0017458502068863405,11.18947058951711,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT3,area_new,59902,7.38008780880429,30.373701239033966,1.9522077165423242,0.0044509364208634465,0.6080804684482056,0.0037219298192634562,0.16457931780161333,0.028389873546816796,5.042261395167472,0.4153633439451753,0.0009470077491198822
Before pmax cut,DUT4,pmax_fit,60000,10.098734794600153,28.812426438040937,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT4,tmax_fit,60000,-0.043767453215951053,11.262327193340269,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT4,area_new,59938,6.707209080919666,30.30248173384143,1.5573094958794242,0.004519525273102092,0.5705717072653308,0.0037694091703663695,0.04411968059601919,0.11724203190015418,12.407265990283369,0.3313424459317924,0.0009616011219366153
After pmax cut,DUT1,pmax_fit,4271,93.90368030613297,73.00432940740224,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT1,tmax_fit,4271,0.0766520811222917,0.22904976345072683,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT1,area_new,4271,80.04546378172971,103.0020662097718,53.31155171113831,0.23059346157561822,8.554541119602623,0.21150792918554367,0.4606632575993802,7.544737791387322,2.8239177302444403,11.342883342795384,0.04906243863311026
After pmax cut,DUT2,pmax_fit,2998,93.56916310804696,75.97810119464451,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT2,tmax_fit,2998,0.00266892341156967,0.2443651807827853,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT2,area_new,2998,78.66217678781348,94.34945447719151,52.033500565045145,0.25976905826997554,8.092748168235728,0.23361142105396404,1.4153392117474792,2.405117344635165,2.4471732075510646,11.07095756703088,0.055270012397867135
After pmax cut,DUT3,pmax_fit,3346,93.65049162099123,73.24180802454764,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT3,tmax_fit,3346,0.25194707232801183,0.2399570831633824,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT3,area_new,3346,83.40033786965215,98.77533757113832,54.98805077378717,0.3059092587420458,9.331277738317771,0.273324806257426,0.4989423403835745,11.127190441099708,2.524209134339388,11.699585271018547,0.06508707632809484
After pmax cut,DUT4,pmax_fit,2803,108.78362406997054,78.21536077881285,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT4,tmax_fit,2803,0.28226251300633287,0.25042887834114,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT4,area_new,2803,93.33811757992389,106.36965542051065,63.27754618281909,0.32176621943835476,10.01895593148214,0.2867073312011213,0.4891112152149068,8.030888921569277,2.213888846670763,13.463307698472146,0.06846089775284143
