pair,entries,mean_ps,std_ps
21,1048,-71.53105860569814,45.571242504903125
31,1674,126.39506084548493,47.50017478735138
41,499,181.4088341082448,52.89820841380107
32,2382,196.7724230733814,46.665631652978284
42,553,251.19675888676133,50.695181012319715
43,761,54.801480647276854,51.42626067991409
