pair,entries,mean_ps,std_ps
21,1041,-70.10773360770818,63.576645244927384
31,1647,130.33168176495124,67.07169286946136
41,490,180.74560772570572,64.11520716932078
32,2340,200.14317587726205,65.67381756112299
42,547,247.32414503973206,61.20255854016194
43,784,47.8282281968562,88.24116062555618
