DUT,sigma_ps,sigma_err_ps,variance_ps2,variance_err_ps2
DUT1,40.88679276052189,1.4407942278234187,1671.7298222418656,117.65301823747258
DUT2,39.87240419776927,1.4564400526141452,1589.8086165102886,115.98886564710483
DUT3,46.91176966043367,1.2041878556895573,2200.714132673585,112.82098171593961
DUT4,37.680834179351464,1.772244812939064,1419.8452644517818,133.45264133140807
