pair,entries,mean_ps,std_ps
21,1031,-73.85029422630087,68.88478459989369
31,1594,126.30621627012736,51.81105763381094
41,465,179.70595198448106,53.35478114986489
32,2327,198.5483770599666,48.07592434290666
42,527,255.81964244392296,53.406924870749386
43,754,56.35834017708905,53.33926235903534
