pair,entries,mean_ps,rms_ps,fit_mu_ps,fit_sigma_ps,fit_sigma_err_ps,chi2_ndf
21,1031,-73.85029422630087,68.88478459989369,-75.21747981075148,38.91547773452482,0.9477600789869681,1.0033632496385696
31,1594,126.30621627012736,51.81105763381094,127.03499670449271,39.93465586756605,0.8046337427452392,1.6204744056969924
41,465,179.70595198448106,53.35478114986489,179.32496578714205,39.39178035387196,1.7855022922403252,1.7706603024728307
32,2327,198.5483770599666,48.07592434290666,199.11114970810434,41.22264528777665,0.6679360076235628,1.3595746527967638
42,527,255.81964244392296,53.406924870749386,253.43206882131847,41.51191537686772,1.5168189605466633,0.9718543725451045
43,754,56.35834017708905,53.33926235903534,55.031026999223506,40.09261750850794,1.234684380190699,1.294054799133749
