pair,entries,mean_ps,std_ps
21,1005,-72.53427656114899,57.18989738709149
31,1588,127.59675499812322,56.015544490938275
41,478,173.18235502481386,55.03936882209638
32,2324,197.960134826998,56.79644254097742
42,523,247.30646530839385,58.03200372436639
43,718,49.29561852795282,60.40741852926167
