DUT,sigma_ps,sigma_err_ps,variance_ps2,variance_err_ps2
DUT1,36.49100401895144,1.1528260551392597,1331.5933743111302,84.08159171648356
DUT2,32.585738417135126,1.161147982977988,1061.830348189956,75.5662186470938
DUT3,34.540230857894315,1.0430544651243152,1193.0275477166347,71.90808824094168
DUT4,30.36662102712905,1.4441085064429382,922.1316726052761,87.61938258099528
