pair,entries,mean_ps,rms_ps,fit_mu_ps,fit_sigma_ps,fit_sigma_err_ps,chi2_ndf
21,1097,-71.57640650048309,55.26800428856564,-71.21816632536103,50.01099290450151,1.2360320775226044,1.06145129797911
31,1699,126.61704846449238,54.01907142911421,126.6734322240265,48.9443179780617,0.9337503343466524,1.1859093189563044
41,507,180.32574206276078,64.42716101836277,178.75818871723274,47.69826011306435,1.8256404142540172,0.8276509213043924
32,2369,196.2515631861485,52.824637430182406,196.2838530815533,47.710133795701424,0.7550370790054529,1.6051171372973891
42,560,249.47168871512986,53.88430868136867,251.33899115368996,43.068403280190005,1.458731827309825,1.3641236593408923
43,779,52.42411594715959,63.188803023958705,52.39831756499796,47.146950157087836,1.3912823886300325,0.8845177765390225
