pair,entries,mean_ps,std_ps
21,1006,-71.85426829882692,53.49966732711498
31,1610,126.56487567525252,50.27048089351599
41,463,176.44489908235883,47.440267068526616
32,2345,197.67791062864268,51.27445383583512
42,565,248.60371863150112,49.539509134480284
43,788,52.612907427090086,48.66956170543469
