pair,entries,mean_ps,std_ps
21,1054,-70.66070769831319,56.21437052072599
31,1672,126.0441333312174,51.01130134953407
41,537,177.55741884305837,52.620250670697345
32,2406,196.10005304452153,52.545006955307315
42,636,250.074150080283,53.359652058546004
43,833,51.180941320643825,53.7168970689175
