stage,dut,variable,entries,mean,std,landau_mpv,landau_mpv_err,landau_sigma,landau_sigma_err,gauss_sigma,gauss_sigma_err,landau_chi2_ndf,collected_charge,collected_charge_err
Before pmax cut,DUT1,pmax_fit,60000,15.516244674477663,42.20801040978702,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT1,tmax_fit,60000,-0.10963373013896781,11.083046783558895,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT1,area_new,59929,10.489654281131855,37.00087818931941,1.5024950716660228,0.003552830701519024,0.43931891843511667,0.0031382581327025175,0.18138172529392566,0.01718794497130833,19.506005049570394,0.3196798024821325,0.0007559214258551115
Before pmax cut,DUT2,pmax_fit,59999,12.573273209269987,37.082385231736474,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT2,tmax_fit,60000,-0.030394475279940405,11.182450258567581,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT2,area_new,59934,8.876446351058272,38.40457006564854,1.6937191138578707,0.006055241398456248,0.6608895287833704,0.00450404585106568,0.03901083980634312,0.20639343918238026,13.773199294877905,0.3603657689059299,0.0012883492337140954
Before pmax cut,DUT3,pmax_fit,60000,13.171639983477196,37.60767198047176,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT3,tmax_fit,60000,-0.09215593769705707,11.198111260732817,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT3,area_new,59918,9.67841959293551,38.42083223658218,1.95370149026273,0.004400378906957487,0.5924216302957194,0.0037716506116863007,0.19003713929167468,0.023816331175302068,5.182983358023803,0.41568116814100636,0.0009362508312675505
Before pmax cut,DUT4,pmax_fit,59998,13.468505625560024,42.05725745300824,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT4,tmax_fit,60000,-0.07960547570070994,11.262006368814227,nan,nan,nan,nan,,,nan,nan,nan
Before pmax cut,DUT4,area_new,59935,9.361838403263755,45.6957567743742,1.5764874059235723,0.004324074303238692,0.5630465192589917,0.003713083428895066,0.047485738664647,0.10157013253955466,13.804720550772283,0.3354228523241643,0.0009200158091997216
After pmax cut,DUT1,pmax_fit,4451,141.53619849111385,82.16801868574007,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT1,tmax_fit,4451,0.0583231294781496,0.22799280150550819,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT1,area_new,4451,112.97618983038836,83.71658467587851,83.4871842660517,0.28078025044516747,9.739328861557876,0.2540970565591015,4.983770032818033,0.9443100596787156,3.466896609268094,17.763230694904617,0.05974047881812074
After pmax cut,DUT2,pmax_fit,3099,144.64969437812442,90.32732154191034,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT2,tmax_fit,3099,-0.015442244857670534,0.24391695105955316,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT2,area_new,3099,118.0631827495682,125.35192161576522,81.40137432728633,0.3455664401058594,9.916339182997621,0.31611112498990046,4.992588245377552,1.2650967824464212,3.0272333797446294,17.319441346231134,0.07352477449060839
After pmax cut,DUT3,pmax_fit,3437,141.77746479033314,84.00387006065617,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT3,tmax_fit,3437,0.22751327922623057,0.24210478209706704,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT3,area_new,3437,122.22556324354743,110.42491694189025,86.98401074073291,0.3344072004100491,10.48518504384761,0.3011556763834768,4.058572801960969,1.4956111242990255,3.1944319058008643,18.507236327815512,0.07115046817235088
After pmax cut,DUT4,pmax_fit,2861,174.45435015649406,98.56122516206901,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT4,tmax_fit,2861,0.2509659510893005,0.3671766557124758,nan,nan,nan,nan,,,nan,nan,nan
After pmax cut,DUT4,area_new,2861,147.43068838269508,153.77348461851275,101.71204871027288,0.42046394018620115,11.219081804025118,0.36946842795138535,6.281571651330387,1.1478451197231554,3.4120895040485335,21.640861427717635,0.08946041280557471
