DUT,sigma_ps,sigma_err_ps,variance_ps2,variance_err_ps2
DUT1,47.9136660382774,1.7954488991737982,2295.719393227577,171.82621929691066
DUT2,48.37762419739707,1.6821871270916122,2340.394522984578,162.55359136032575
DUT3,52.827462795924795,1.484776061254808,2790.7408254548186,156.60059080518036
DUT4,43.49581462568735,2.176055375801351,1891.8858899521576,189.12183269282957
