pair,entries,mean_ps,std_ps
21,1054,-71.90904407753155,72.73276647499961
31,1573,128.54382935077342,75.2404958202048
41,451,173.10562125101794,74.17061679334412
32,2290,200.66718627814825,75.28201815786643
42,560,248.28042275553995,70.06533258168793
43,712,48.1739338582618,77.20137139780422
